Date,Year,Quarter,Method of entry,Nationality,Region,Sex,Age Group,Number of detections
2020-09-30,2020,3,Inadequately documented air arrivals,Stateless,Other,Female,18 to 24,1
2020-09-30,2020,3,Inadequately documented air arrivals,Stateless,Other,Female,25 to 39,7
2020-09-30,2020,3,Inadequately documented air arrivals,Stateless,Other,Female,40 and over,3
2020-09-30,2020,3,Inadequately documented air arrivals,Stateless,Other,Male,17 and under,2
2020-09-30,2020,3,Inadequately documented air arrivals,Stateless,Other,Male,18 to 24,2
2020-09-30,2020,3,Inadequately documented air arrivals,Stateless,Other,Male,25 to 39,13
2020-09-30,2020,3,Inadequately documented air arrivals,Stateless,Other,Male,40 and over,4
2020-09-30,2020,3,Inadequately documented air arrivals,Sudan,Africa North,Female,25 to 39,1
2020-09-30,2020,3,Inadequately documented air arrivals,Sudan,Africa North,Male,17 and under,1
2020-09-30,2020,3,Inadequately documented air arrivals,Sudan,Africa North,Male,18 to 24,1
2020-09-30,2020,3,Inadequately documented air arrivals,Sudan,Africa North,Male,25 to 39,4
2020-09-30,2020,3,Inadequately documented air arrivals,Sudan,Africa North,Male,40 and over,2
2020-09-30,2020,3,Inadequately documented air arrivals,Syria,Middle East,Female,18 to 24,3
2020-09-30,2020,3,Inadequately documented air arrivals,Syria,Middle East,Female,25 to 39,1
2020-09-30,2020,3,Inadequately documented air arrivals,Syria,Middle East,Female,40 and over,2
2020-09-30,2020,3,Inadequately documented air arrivals,Syria,Middle East,Male,18 to 24,4
2020-09-30,2020,3,Inadequately documented air arrivals,Syria,Middle East,Male,25 to 39,12
2020-09-30,2020,3,Inadequately documented air arrivals,Syria,Middle East,Male,40 and over,2
2020-09-30,2020,3,Inadequately documented air arrivals,Turkey,Europe Other,Female,17 and under,1
2020-09-30,2020,3,Inadequately documented air arrivals,Turkey,Europe Other,Female,18 to 24,2
2020-09-30,2020,3,Inadequately documented air arrivals,Turkey,Europe Other,Female,25 to 39,6
2020-09-30,2020,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,17 and under,2
2020-09-30,2020,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,18 to 24,3
2020-09-30,2020,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,25 to 39,12
2020-09-30,2020,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,40 and over,3
2020-09-30,2020,3,Inadequately documented air arrivals,Ukraine,Europe Other,Female,25 to 39,1
2020-09-30,2020,3,Inadequately documented air arrivals,Ukraine,Europe Other,Male,18 to 24,1
2020-09-30,2020,3,Inadequately documented air arrivals,Ukraine,Europe Other,Male,25 to 39,2
2020-09-30,2020,3,Inadequately documented air arrivals,Ukraine,Europe Other,Male,40 and over,2
2020-09-30,2020,3,Inadequately documented air arrivals,Yemen,Middle East,Female,40 and over,1
2020-09-30,2020,3,Inadequately documented air arrivals,Yemen,Middle East,Male,17 and under,1
2020-09-30,2020,3,Inadequately documented air arrivals,Yemen,Middle East,Male,18 to 24,3
2020-09-30,2020,3,Inadequately documented air arrivals,Yemen,Middle East,Male,25 to 39,6
2020-09-30,2020,3,Inadequately documented air arrivals,Yemen,Middle East,Male,40 and over,2
2020-09-30,2020,3,Recorded detections at UK ports,Afghanistan,Asia Central,Male,17 and under,9
2020-09-30,2020,3,Recorded detections at UK ports,Afghanistan,Asia Central,Male,25 to 39,4
2020-09-30,2020,3,Recorded detections at UK ports,Afghanistan,Asia Central,Male,Unknown,1
2020-09-30,2020,3,Recorded detections at UK ports,Albania,Europe Other,Female,25 to 39,2
2020-09-30,2020,3,Recorded detections at UK ports,Albania,Europe Other,Male,17 and under,5
2020-09-30,2020,3,Recorded detections at UK ports,Albania,Europe Other,Male,18 to 24,27
2020-09-30,2020,3,Recorded detections at UK ports,Albania,Europe Other,Male,25 to 39,20
2020-09-30,2020,3,Recorded detections at UK ports,Albania,Europe Other,Male,40 and over,4
2020-09-30,2020,3,Recorded detections at UK ports,Albania,Europe Other,Unknown,18 to 24,1
2020-09-30,2020,3,Recorded detections at UK ports,Albania,Europe Other,Unknown,25 to 39,1
2020-09-30,2020,3,Recorded detections at UK ports,Algeria,Africa North,Male,17 and under,1
2020-09-30,2020,3,Recorded detections at UK ports,Algeria,Africa North,Male,18 to 24,3
2020-09-30,2020,3,Recorded detections at UK ports,Algeria,Africa North,Male,25 to 39,5
2020-09-30,2020,3,Recorded detections at UK ports,Algeria,Africa North,Male,40 and over,1
2020-09-30,2020,3,Recorded detections at UK ports,Chad,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2020-09-30,2020,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Female,25 to 39,1
2020-09-30,2020,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Male,18 to 24,3
2020-09-30,2020,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Male,25 to 39,7
2020-09-30,2020,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,Recorded detections at UK ports,Ethiopia,Africa Sub-Saharan,Female,17 and under,2
2020-09-30,2020,3,Recorded detections at UK ports,Ethiopia,Africa Sub-Saharan,Female,25 to 39,1
2020-09-30,2020,3,Recorded detections at UK ports,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Recorded detections at UK ports,Ethiopia,Africa Sub-Saharan,Male,18 to 24,4
2020-09-30,2020,3,Recorded detections at UK ports,Ethiopia,Africa Sub-Saharan,Male,25 to 39,3
2020-09-30,2020,3,Recorded detections at UK ports,Iran,Middle East,Male,18 to 24,2
2020-09-30,2020,3,Recorded detections at UK ports,Iran,Middle East,Male,25 to 39,4
2020-09-30,2020,3,Recorded detections at UK ports,Iraq,Middle East,Male,18 to 24,1
2020-09-30,2020,3,Recorded detections at UK ports,Libya,Africa North,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections at UK ports,Mauritania,Africa North,Male,17 and under,1
2020-09-30,2020,3,Recorded detections at UK ports,Morocco,Africa North,Male,17 and under,2
2020-09-30,2020,3,Recorded detections at UK ports,Morocco,Africa North,Male,18 to 24,3
2020-09-30,2020,3,Recorded detections at UK ports,Morocco,Africa North,Male,25 to 39,2
2020-09-30,2020,3,Recorded detections at UK ports,Morocco,Africa North,Male,40 and over,1
2020-09-30,2020,3,Recorded detections at UK ports,Niger,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections at UK ports,Occupied Palestinian Territories,Middle East,Male,17 and under,1
2020-09-30,2020,3,Recorded detections at UK ports,Pakistan,Asia South,Male,25 to 39,2
2020-09-30,2020,3,Recorded detections at UK ports,Sudan,Africa North,Male,17 and under,31
2020-09-30,2020,3,Recorded detections at UK ports,Sudan,Africa North,Male,18 to 24,6
2020-09-30,2020,3,Recorded detections at UK ports,Sudan,Africa North,Male,25 to 39,6
2020-09-30,2020,3,Recorded detections at UK ports,Sudan,Africa North,Male,40 and over,1
2020-09-30,2020,3,Recorded detections at UK ports,Yemen,Middle East,Male,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Afghanistan,Asia Central,Female,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,17 and under,30
2020-09-30,2020,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,18 to 24,14
2020-09-30,2020,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,25 to 39,17
2020-09-30,2020,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,Unknown,2
2020-09-30,2020,3,Recorded detections in the UK,Albania,Europe Other,Female,17 and under,2
2020-09-30,2020,3,Recorded detections in the UK,Albania,Europe Other,Female,18 to 24,4
2020-09-30,2020,3,Recorded detections in the UK,Albania,Europe Other,Female,25 to 39,2
2020-09-30,2020,3,Recorded detections in the UK,Albania,Europe Other,Male,17 and under,7
2020-09-30,2020,3,Recorded detections in the UK,Albania,Europe Other,Male,18 to 24,28
2020-09-30,2020,3,Recorded detections in the UK,Albania,Europe Other,Male,25 to 39,34
2020-09-30,2020,3,Recorded detections in the UK,Albania,Europe Other,Male,40 and over,2
2020-09-30,2020,3,Recorded detections in the UK,Algeria,Africa North,Male,18 to 24,2
2020-09-30,2020,3,Recorded detections in the UK,Cameroon,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Chad,Africa Sub-Saharan,Male,17 and under,9
2020-09-30,2020,3,Recorded detections in the UK,Chad,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Chad,Africa Sub-Saharan,Male,25 to 39,3
2020-09-30,2020,3,Recorded detections in the UK,Egypt,Africa North,Male,18 to 24,2
2020-09-30,2020,3,Recorded detections in the UK,Egypt,Africa North,Male,25 to 39,2
2020-09-30,2020,3,Recorded detections in the UK,Egypt,Africa North,Male,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,17 and under,8
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,18 to 24,19
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,25 to 39,24
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,40 and over,4
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,17 and under,30
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,18 to 24,75
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,25 to 39,153
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,40 and over,14
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,Unknown,3
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Unknown,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Unknown,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Female,18 to 24,2
2020-09-30,2020,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Female,25 to 39,2
2020-09-30,2020,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,17 and under,17
2020-09-30,2020,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,18 to 24,12
2020-09-30,2020,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,25 to 39,8
2020-09-30,2020,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Guinea,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Recorded detections in the UK,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Female,17 and under,5
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Female,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Female,25 to 39,5
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Female,40 and over,2
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Female,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Male,17 and under,6
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Male,18 to 24,18
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Male,25 to 39,52
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Male,40 and over,6
2020-09-30,2020,3,Recorded detections in the UK,Iran,Middle East,Male,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Female,17 and under,19
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Female,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Female,25 to 39,16
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Female,40 and over,2
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Male,17 and under,24
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Male,18 to 24,29
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Male,25 to 39,68
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Male,40 and over,8
2020-09-30,2020,3,Recorded detections in the UK,Iraq,Middle East,Unknown,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Ivory Coast,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Recorded detections in the UK,Kosovo,Europe Other,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Kuwait,Middle East,Female,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Kuwait,Middle East,Female,40 and over,2
2020-09-30,2020,3,Recorded detections in the UK,Kuwait,Middle East,Female,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Kuwait,Middle East,Male,17 and under,3
2020-09-30,2020,3,Recorded detections in the UK,Kuwait,Middle East,Male,25 to 39,2
2020-09-30,2020,3,Recorded detections in the UK,Kuwait,Middle East,Male,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Kuwait,Middle East,Unknown,17 and under,1
2020-09-30,2020,3,Recorded detections in the UK,Libya,Africa North,Male,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Libya,Africa North,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Morocco,Africa North,Male,17 and under,2
2020-09-30,2020,3,Recorded detections in the UK,Morocco,Africa North,Male,18 to 24,2
2020-09-30,2020,3,Recorded detections in the UK,Morocco,Africa North,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Nigeria,Africa Sub-Saharan,Female,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Nigeria,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Recorded detections in the UK,Occupied Palestinian Territories,Middle East,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Female,17 and under,2
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Female,25 to 39,2
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Male,17 and under,18
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Male,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Male,25 to 39,5
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Male,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Male,Unknown,4
2020-09-30,2020,3,Recorded detections in the UK,Other and unknown,Other,Unknown,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Pakistan,Asia South,Male,17 and under,1
2020-09-30,2020,3,Recorded detections in the UK,Pakistan,Asia South,Male,18 to 24,2
2020-09-30,2020,3,Recorded detections in the UK,Pakistan,Asia South,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Senegal,Africa Sub-Saharan,Male,25 to 39,2
2020-09-30,2020,3,Recorded detections in the UK,Somalia,Africa Sub-Saharan,Male,17 and under,4
2020-09-30,2020,3,Recorded detections in the UK,Somalia,Africa Sub-Saharan,Male,18 to 24,2
2020-09-30,2020,3,Recorded detections in the UK,Stateless,Other,Female,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Stateless,Other,Male,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Stateless,Other,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Sudan,Africa North,Female,17 and under,1
2020-09-30,2020,3,Recorded detections in the UK,Sudan,Africa North,Male,17 and under,64
2020-09-30,2020,3,Recorded detections in the UK,Sudan,Africa North,Male,18 to 24,55
2020-09-30,2020,3,Recorded detections in the UK,Sudan,Africa North,Male,25 to 39,81
2020-09-30,2020,3,Recorded detections in the UK,Sudan,Africa North,Male,40 and over,4
2020-09-30,2020,3,Recorded detections in the UK,Sudan,Africa North,Male,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Syria,Middle East,Male,17 and under,7
2020-09-30,2020,3,Recorded detections in the UK,Syria,Middle East,Male,18 to 24,10
2020-09-30,2020,3,Recorded detections in the UK,Syria,Middle East,Male,25 to 39,12
2020-09-30,2020,3,Recorded detections in the UK,Syria,Middle East,Male,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Syria,Middle East,Male,Unknown,1
2020-09-30,2020,3,Recorded detections in the UK,Vietnam,Asia South East,Female,17 and under,3
2020-09-30,2020,3,Recorded detections in the UK,Vietnam,Asia South East,Male,17 and under,9
2020-09-30,2020,3,Recorded detections in the UK,Vietnam,Asia South East,Male,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Vietnam,Asia South East,Male,25 to 39,1
2020-09-30,2020,3,Recorded detections in the UK,Yemen,Middle East,Female,18 to 24,1
2020-09-30,2020,3,Recorded detections in the UK,Yemen,Middle East,Female,25 to 39,3
2020-09-30,2020,3,Recorded detections in the UK,Yemen,Middle East,Female,40 and over,1
2020-09-30,2020,3,Recorded detections in the UK,Yemen,Middle East,Male,17 and under,2
2020-09-30,2020,3,Recorded detections in the UK,Yemen,Middle East,Male,25 to 39,3
2020-09-30,2020,3,Recorded detections in the UK,Yemen,Middle East,Male,40 and over,5
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Female,17 and under,12
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Female,18 to 24,4
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Female,25 to 39,13
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Female,40 and over,3
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Male,17 and under,72
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Male,18 to 24,64
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Male,25 to 39,102
2020-09-30,2020,3,Small boat arrivals,Afghanistan,Asia Central,Male,40 and over,4
2020-09-30,2020,3,Small boat arrivals,Albania,Europe Other,Female,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Albania,Europe Other,Male,17 and under,3
2020-09-30,2020,3,Small boat arrivals,Albania,Europe Other,Male,18 to 24,11
2020-09-30,2020,3,Small boat arrivals,Albania,Europe Other,Male,25 to 39,7
2020-09-30,2020,3,Small boat arrivals,Albania,Europe Other,Male,40 and over,5
2020-09-30,2020,3,Small boat arrivals,Algeria,Africa North,Male,18 to 24,2
2020-09-30,2020,3,Small boat arrivals,Algeria,Africa North,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Benin,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Burkina Faso,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Central African Republic,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Chad,Africa Sub-Saharan,Male,17 and under,23
2020-09-30,2020,3,Small boat arrivals,Chad,Africa Sub-Saharan,Male,18 to 24,11
2020-09-30,2020,3,Small boat arrivals,Chad,Africa Sub-Saharan,Male,25 to 39,18
2020-09-30,2020,3,Small boat arrivals,Egypt,Africa North,Male,17 and under,1
2020-09-30,2020,3,Small boat arrivals,Egypt,Africa North,Male,18 to 24,3
2020-09-30,2020,3,Small boat arrivals,Egypt,Africa North,Male,25 to 39,25
2020-09-30,2020,3,Small boat arrivals,Egypt,Africa North,Male,40 and over,8
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Female,17 and under,25
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Female,18 to 24,37
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Female,25 to 39,55
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Female,40 and over,6
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Male,17 and under,34
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Male,18 to 24,53
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Male,25 to 39,162
2020-09-30,2020,3,Small boat arrivals,Eritrea,Africa Sub-Saharan,Male,40 and over,14
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Female,17 and under,7
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Female,18 to 24,8
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Female,25 to 39,10
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Male,17 and under,16
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Male,18 to 24,18
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Male,25 to 39,26
2020-09-30,2020,3,Small boat arrivals,Ethiopia,Africa Sub-Saharan,Male,40 and over,2
2020-09-30,2020,3,Small boat arrivals,"Gambia, The",Africa Sub-Saharan,Male,17 and under,3
2020-09-30,2020,3,Small boat arrivals,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,3
2020-09-30,2020,3,Small boat arrivals,"Gambia, The",Africa Sub-Saharan,Male,25 to 39,4
2020-09-30,2020,3,Small boat arrivals,Georgia,Europe Other,Female,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Ghana,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Guinea,Africa Sub-Saharan,Male,17 and under,3
2020-09-30,2020,3,Small boat arrivals,Guinea,Africa Sub-Saharan,Male,18 to 24,4
2020-09-30,2020,3,Small boat arrivals,Guinea,Africa Sub-Saharan,Male,25 to 39,3
2020-09-30,2020,3,Small boat arrivals,Guinea-Bissau,Africa Sub-Saharan,Male,17 and under,2
2020-09-30,2020,3,Small boat arrivals,Guinea-Bissau,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,India,Asia South,Male,18 to 24,2
2020-09-30,2020,3,Small boat arrivals,India,Asia South,Male,25 to 39,33
2020-09-30,2020,3,Small boat arrivals,India,Asia South,Male,40 and over,16
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Female,17 and under,26
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Female,18 to 24,11
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Female,25 to 39,57
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Female,40 and over,27
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Male,17 and under,43
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Male,18 to 24,113
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Male,25 to 39,560
2020-09-30,2020,3,Small boat arrivals,Iran,Middle East,Male,40 and over,113
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Female,17 and under,107
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Female,18 to 24,24
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Female,25 to 39,68
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Female,40 and over,33
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Male,17 and under,134
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Male,18 to 24,102
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Male,25 to 39,264
2020-09-30,2020,3,Small boat arrivals,Iraq,Middle East,Male,40 and over,59
2020-09-30,2020,3,Small boat arrivals,Ivory Coast,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Small boat arrivals,Ivory Coast,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Jamaica,America Central and South,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Kuwait,Middle East,Female,17 and under,5
2020-09-30,2020,3,Small boat arrivals,Kuwait,Middle East,Female,25 to 39,3
2020-09-30,2020,3,Small boat arrivals,Kuwait,Middle East,Female,40 and over,3
2020-09-30,2020,3,Small boat arrivals,Kuwait,Middle East,Male,17 and under,9
2020-09-30,2020,3,Small boat arrivals,Kuwait,Middle East,Male,18 to 24,9
2020-09-30,2020,3,Small boat arrivals,Kuwait,Middle East,Male,25 to 39,17
2020-09-30,2020,3,Small boat arrivals,Kuwait,Middle East,Male,40 and over,8
2020-09-30,2020,3,Small boat arrivals,Lebanon,Middle East,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Libya,Africa North,Male,17 and under,2
2020-09-30,2020,3,Small boat arrivals,Libya,Africa North,Male,18 to 24,5
2020-09-30,2020,3,Small boat arrivals,Libya,Africa North,Male,25 to 39,6
2020-09-30,2020,3,Small boat arrivals,Libya,Africa North,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Mali,Africa Sub-Saharan,Male,17 and under,3
2020-09-30,2020,3,Small boat arrivals,Mali,Africa Sub-Saharan,Male,18 to 24,5
2020-09-30,2020,3,Small boat arrivals,Mali,Africa Sub-Saharan,Male,25 to 39,5
2020-09-30,2020,3,Small boat arrivals,Mali,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Mauritania,Africa North,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Mauritania,Africa North,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Mauritania,Africa North,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Morocco,Africa North,Female,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Morocco,Africa North,Male,25 to 39,4
2020-09-30,2020,3,Small boat arrivals,Myanmar (Burma),Asia South East,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Niger,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Small boat arrivals,Niger,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Niger,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Nigeria,Africa Sub-Saharan,Male,18 to 24,2
2020-09-30,2020,3,Small boat arrivals,Nigeria,Africa Sub-Saharan,Male,25 to 39,5
2020-09-30,2020,3,Small boat arrivals,Occupied Palestinian Territories,Middle East,Female,25 to 39,2
2020-09-30,2020,3,Small boat arrivals,Occupied Palestinian Territories,Middle East,Male,17 and under,3
2020-09-30,2020,3,Small boat arrivals,Occupied Palestinian Territories,Middle East,Male,18 to 24,13
2020-09-30,2020,3,Small boat arrivals,Occupied Palestinian Territories,Middle East,Male,25 to 39,30
2020-09-30,2020,3,Small boat arrivals,Occupied Palestinian Territories,Middle East,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Other and unknown,Other,Female,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Pakistan,Asia South,Male,17 and under,2
2020-09-30,2020,3,Small boat arrivals,Pakistan,Asia South,Male,18 to 24,11
2020-09-30,2020,3,Small boat arrivals,Pakistan,Asia South,Male,25 to 39,25
2020-09-30,2020,3,Small boat arrivals,Pakistan,Asia South,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Female,17 and under,2
