Date,Year,Quarter,Method of entry,Nationality,Region,Sex,Age Group,Number of detections
2018-09-30,2018,3,Recorded detections in the UK,Vietnam,Asia South East,Male,18 to 24,3
2018-09-30,2018,3,Recorded detections in the UK,Vietnam,Asia South East,Male,40 and over,1
2018-09-30,2018,3,Recorded detections in the UK,Yemen,Middle East,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Yemen,Middle East,Male,25 to 39,1
2018-09-30,2018,3,Small boat arrivals,Afghanistan,Asia Central,Male,18 to 24,1
2018-09-30,2018,3,Small boat arrivals,Afghanistan,Asia Central,Male,25 to 39,1
2018-09-30,2018,3,Small boat arrivals,Albania,Europe Other,Male,18 to 24,1
2018-09-30,2018,3,Small boat arrivals,Albania,Europe Other,Male,40 and over,1
2018-09-30,2018,3,Small boat arrivals,Iran,Middle East,Female,25 to 39,1
2018-09-30,2018,3,Small boat arrivals,Iran,Middle East,Male,18 to 24,1
2018-09-30,2018,3,Small boat arrivals,Iran,Middle East,Male,25 to 39,3
2018-09-30,2018,3,Small boat arrivals,Iraq,Middle East,Female,25 to 39,1
2018-09-30,2018,3,Small boat arrivals,Iraq,Middle East,Male,17 and under,1
2018-09-30,2018,3,Small boat arrivals,Iraq,Middle East,Male,25 to 39,2
2018-09-30,2018,3,Small boat arrivals,Vietnam,Asia South East,Male,18 to 24,2
2018-09-30,2018,3,Small boat arrivals,Vietnam,Asia South East,Male,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,17 and under,13
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,18 to 24,2
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,25 to 39,10
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,40 and over,7
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,17 and under,12
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,18 to 24,5
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,25 to 39,13
2018-12-31,2018,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,40 and over,7
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Female,17 and under,6
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Female,18 to 24,12
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Female,25 to 39,15
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Female,40 and over,4
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Male,17 and under,23
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Male,18 to 24,46
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Male,25 to 39,54
2018-12-31,2018,4,Inadequately documented air arrivals,Albania,Europe Other,Male,40 and over,2
2018-12-31,2018,4,Inadequately documented air arrivals,Algeria,Africa North,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Algeria,Africa North,Male,18 to 24,2
2018-12-31,2018,4,Inadequately documented air arrivals,Algeria,Africa North,Male,25 to 39,7
2018-12-31,2018,4,Inadequately documented air arrivals,Angola,Africa Sub-Saharan,Female,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Angola,Africa Sub-Saharan,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Angola,Africa Sub-Saharan,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Azerbaijan,Europe Other,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Belgium,EU 14,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Brazil,America Central and South,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Brazil,America Central and South,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Cameroon,Africa Sub-Saharan,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Cameroon,Africa Sub-Saharan,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Central African Republic,Africa Sub-Saharan,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Chad,Africa Sub-Saharan,Female,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Chad,Africa Sub-Saharan,Female,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Chad,Africa Sub-Saharan,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Chad,Africa Sub-Saharan,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,China,Asia East,Female,18 to 24,7
2018-12-31,2018,4,Inadequately documented air arrivals,China,Asia East,Female,25 to 39,10
2018-12-31,2018,4,Inadequately documented air arrivals,China,Asia East,Female,40 and over,9
2018-12-31,2018,4,Inadequately documented air arrivals,China,Asia East,Male,18 to 24,16
2018-12-31,2018,4,Inadequately documented air arrivals,China,Asia East,Male,25 to 39,25
2018-12-31,2018,4,Inadequately documented air arrivals,China,Asia East,Male,40 and over,15
2018-12-31,2018,4,Inadequately documented air arrivals,Congo,Africa Sub-Saharan,Male,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Congo,Africa Sub-Saharan,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Female,25 to 39,4
2018-12-31,2018,4,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Costa Rica,America Central and South,Female,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Cyprus (Northern part of),Europe Other,Female,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Denmark,EU 14,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Egypt,Africa North,Female,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Egypt,Africa North,Male,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Egypt,Africa North,Male,25 to 39,5
2018-12-31,2018,4,Inadequately documented air arrivals,Egypt,Africa North,Male,40 and over,2
2018-12-31,2018,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,25 to 39,7
2018-12-31,2018,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,40 and over,4
2018-12-31,2018,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,25 to 39,5
2018-12-31,2018,4,Inadequately documented air arrivals,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,France,EU 14,Male,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Female,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,2
2018-12-31,2018,4,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Georgia,Europe Other,Male,25 to 39,4
2018-12-31,2018,4,Inadequately documented air arrivals,Georgia,Europe Other,Unknown,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Female,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Male,25 to 39,5
2018-12-31,2018,4,Inadequately documented air arrivals,Greece,EU 14,Male,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Greece,EU 14,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,India,Asia South,Female,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,India,Asia South,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,India,Asia South,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,India,Asia South,Male,18 to 24,9
2018-12-31,2018,4,Inadequately documented air arrivals,India,Asia South,Male,25 to 39,15
2018-12-31,2018,4,Inadequately documented air arrivals,India,Asia South,Male,40 and over,2
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Female,17 and under,34
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Female,18 to 24,16
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Female,25 to 39,120
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Female,40 and over,57
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Male,17 and under,46
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Male,18 to 24,43
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Male,25 to 39,210
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Male,40 and over,74
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Unknown,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Unknown,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Iran,Middle East,Unknown,Unknown,1
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Female,17 and under,11
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Female,18 to 24,8
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Female,25 to 39,16
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Female,40 and over,2
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Male,17 and under,8
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Male,18 to 24,5
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Male,25 to 39,10
2018-12-31,2018,4,Inadequately documented air arrivals,Iraq,Middle East,Male,40 and over,5
2018-12-31,2018,4,Inadequately documented air arrivals,Italy,EU 14,Male,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Jordan,Middle East,Female,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Jordan,Middle East,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Jordan,Middle East,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Kosovo,Europe Other,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Female,17 and under,3
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Female,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Female,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Female,40 and over,3
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Male,17 and under,5
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Male,18 to 24,2
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Male,25 to 39,3
2018-12-31,2018,4,Inadequately documented air arrivals,Kuwait,Middle East,Male,40 and over,4
2018-12-31,2018,4,Inadequately documented air arrivals,Kyrgyzstan,Asia Central,Female,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Kyrgyzstan,Asia Central,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Kyrgyzstan,Asia Central,Male,17 and under,2
2018-12-31,2018,4,Inadequately documented air arrivals,Kyrgyzstan,Asia Central,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Lebanon,Middle East,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Lebanon,Middle East,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Libya,Africa North,Female,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Libya,Africa North,Female,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Libya,Africa North,Male,17 and under,2
2018-12-31,2018,4,Inadequately documented air arrivals,Libya,Africa North,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Lithuania,EU 8,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Mauritania,Africa North,Male,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Mauritius,Africa Sub-Saharan,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Mexico,America Central and South,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Moldova,Europe Other,Male,25 to 39,4
2018-12-31,2018,4,Inadequately documented air arrivals,Moldova,Europe Other,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Morocco,Africa North,Female,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Morocco,Africa North,Female,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Morocco,Africa North,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Nicaragua,America Central and South,Male,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Female,40 and over,2
2018-12-31,2018,4,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Male,25 to 39,3
2018-12-31,2018,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,40 and over,3
2018-12-31,2018,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,17 and under,7
2018-12-31,2018,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,18 to 24,4
2018-12-31,2018,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Other and unknown,Other,Female,17 and under,2
2018-12-31,2018,4,Inadequately documented air arrivals,Other and unknown,Other,Female,18 to 24,3
2018-12-31,2018,4,Inadequately documented air arrivals,Other and unknown,Other,Male,18 to 24,3
2018-12-31,2018,4,Inadequately documented air arrivals,Other and unknown,Other,Male,25 to 39,4
2018-12-31,2018,4,Inadequately documented air arrivals,Other and unknown,Other,Unknown,Unknown,1
2018-12-31,2018,4,Inadequately documented air arrivals,Pakistan,Asia South,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Peru,America Central and South,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Poland,EU 8,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Portugal,EU 14,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Refugee,Other,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Refugee,Other,Male,25 to 39,1
2018-12-31,2018,4,Inadequately documented air arrivals,Romania,EU 2,Female,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Russia,Europe Other,Female,17 and under,2
2018-12-31,2018,4,Inadequately documented air arrivals,Russia,Europe Other,Female,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Russia,Europe Other,Female,40 and over,2
2018-12-31,2018,4,Inadequately documented air arrivals,Russia,Europe Other,Male,17 and under,1
2018-12-31,2018,4,Inadequately documented air arrivals,Russia,Europe Other,Male,25 to 39,4
2018-12-31,2018,4,Inadequately documented air arrivals,Saudi Arabia,Middle East,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Senegal,Africa Sub-Saharan,Male,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,Serbia,Europe Other,Female,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Sierra Leone,Africa Sub-Saharan,Female,18 to 24,1
2018-12-31,2018,4,Inadequately documented air arrivals,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,2
2018-12-31,2018,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,17 and under,2
2018-12-31,2018,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,18 to 24,5
2018-12-31,2018,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,25 to 39,2
2018-12-31,2018,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,17 and under,2
2018-12-31,2018,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,18 to 24,3
2018-12-31,2018,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,25 to 39,9
2018-12-31,2018,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,40 and over,2
2018-12-31,2018,4,Inadequately documented air arrivals,South Africa,Africa Sub-Saharan,Female,40 and over,1
2018-12-31,2018,4,Inadequately documented air arrivals,South Africa,Africa Sub-Saharan,Male,18 to 24,1
